memorialis_naam,naam,QID,Facebook_ID,social media followers,image,commons_category,LinkedIn_ID,Twitter_username,geboortejaar,sterfjaar,911    1,naam alternatief,681   ,902   ,903   ,viaf id,Column 1,035   ,035    1,670   ,375   ,900   ,901   ,920   ,046   ,905   ,COR   ,911   ,912   ,910   ,85642 ,906   ,5001  ,904   ,000   ,678   ,8564  ,1101  ,5102  ,4101  ,908   ,599   ,856   ,998   ,4102  
"Tison, Michel",Michel Tison,Q55233391,,,,,,,1967,,faculteit Recht en Criminologie$$gRE$$s2009$$tu,,$$aRecht,,,50899618,000005277 ,$$a(viaf)50899618,$$a,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19670523$$gunknown$$s1999$$tunknown,,"$$aTison, Michel$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2009$$tunknown$$ihoogleraar$$0mem10:000006010,$$avakgroep Economisch Recht$$gRE05$$s2012$$t2014$$ivoorzitter$$0mem10:000006022,"$$avakgroep Metajuridica, Privaat- en Ondernemingsrecht$$gRE21$$0mem10:000006016",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/277/000005277-01.jpg,,,,,,,,,,,,,,
"Tolleneer, Jan",Jan Tolleneer,Q55233119,,,,,,,1955,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aBewegings- en Sportwetenschappen,,,41083482,000005278 ,$$a(viaf)41083482,$$a,$$aEerste vermelding Studiegids 2002-04,$$aman,,,$$apersoon,$$f19550930$$gunknown$$sunknown$$tunknown,,"$$aTolleneer, Jan$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2002$$tunknown$$igastdocent$$0mem10:000006060,,$$avakgroep Bewegings- en Sportwetenschappen$$gGE25$$0mem10:000006099,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/278/000005278-01.jpg,,,,,,,,,,,,,,
"Top, Eva",Eva M Top,Q91595750,,,,,,,1966,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s19,"Top, Eva Maria Rachel",$$aToegepaste Biologische Wetenschappen,,,,000005279 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 1997-98,$$avrouw,,,$$apersoon,$$f1966$$gunknown$$s1997$$t2003,,"$$aTop, Eva$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s1997$$t2003$$idocent$$0mem10:000006188,,$$avakgroep Biochemische en Microbiële Technologie$$gBW06$$0mem10:000006198,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/279/000005279-01.jpg,,,,,,,,,,,,,,
"Torremans, Paul",Paul Torremans,Q55233137,,,,,,,1965,,faculteit Recht en Criminologie$$gRE$$s2006$$t2,,$$aRecht,,,,000005280 ,$$a(biblio)801001592776,$$a(biblio)801001592776,$$ahttp://viaf.org/viaf/49392457,$$aman,,,$$apersoon,$$f1965$$gunknown$$s2002$$t2008,,"$$aTorremans, Paul$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2006$$t2008$$ihoofddocent$$0mem10:000006010,,"$$avakgroep Procesrecht, Arbitrage en Internationaal Privaatrecht$$gRE11$$0mem10:000006024",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/280/000005280-01.jpg,,,,,,,,,,,,,,
"Traest, Philip",Philip Traest,Q55233160,,,,,,,1959,,faculteit Recht en Criminologie$$gRE$$s2009$$tu,,$$aCriminologie,,,78709279,000005283 ,$$a(viaf)78709279,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19591103$$gunknown$$s1994$$tunknown,,"$$aTraest, Philip$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2009$$tunknown$$ibuitengewoon hoogleraar$$0mem10:000006010,,$$avakgroep Strafrecht en Criminologie$$gRE08$$0mem10:000006032,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/283/000005283-01.jpg,,,,,,,,,,,,,,
"Troch, Peter",Peter A. Troch,Q55232097,,,,,,,1968,,faculteit Ingenieurswetenschappen en Architectu,,$$aToegepaste Biologische Wetenschappen,,,164895910,000005287 ,$$a(viaf)164895910,$$a,$$aEerste vermelding Studiegids 1996-97,$$aman,,,$$apersoon,$$f19680124$$gunknown$$s1996$$tunknown,,"$$aTroch, Peter$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2010$$tunknown$$ihoofddocent$$0mem10:000006102,$$avakgroep Civiele Techniek$$gEA15$$s2013$$tunknown$$ivoorzitter$$0mem10:000006123,$$avakgroep Civiele Techniek$$gEA15$$0mem10:000006123,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/287/000005287-01.jpg,,,,,,,,,,,,,,
"Troisi, Roberto",Roberto Troisi,Q55232615,,,,,,,1964,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,195645559,000005288 ,$$a(viaf)195645559,$$a,$$aEerste vermelding Studiegids 2005-06,$$aman,,,$$apersoon,$$f19640608$$gunknown$$s2005$$tunknown,,"$$aTroisi, Roberto$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2005$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Heelkunde$$gGE10$$0mem10:000006082,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/288/000005288-01.jpg,,,,,,,,,,,,,,
"Truyens, Pieter",Pieter Truyens,,,,,,,,1946,,Universiteit Gent$$s2007$$iemeritus,"Truyens, Pieter","$$aEnergie, Elektrotechniek, Elektronica en Werktuigkunde",,,,000005290 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19460630$$gunknown$$s1992$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,,$$avakgroep Mechanische Constructie en Productie$$gEA04$$0mem10:000006111,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/290/000005290-01.jpg,,,,,,,,,,,,,,
"T'Sjoen, Yves",Yves T' Sjoen,Q42273553,,,,,,,1966,,faculteit Letteren en Wijsbegeerte$$gLW$$s2006$,,$$aGermaanse Taal- en Letterkunde,,,5083467,000005292 ,$$a(viaf)5083467,$$a,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$f19661205$$gunknown$$s2006$$tunknown,,"$$aT'Sjoen, Yves$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2006$$tunknown$$idocent$$0mem10:000005974,,$$avakgroep Nederlandse Literatuur$$gLW10$$0mem10:000005992,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/292/000005292-01.jpg,,,,,,,,,,,,,,
"Tyssens, Jeffrey",Jeffrey Tyssens,Q2065820,,,,,,,1965,,faculteit Psychologie en Pedagogische Wetenscha,,$$aPsychologische en Pedagogische Wetenschappen,,,,000005293 ,$$a(biblio)801001571255,$$a(biblio)801001571255,$$ahttp://viaf.org/viaf/59228376,$$aman,,,$$apersoon,$$f1965$$gunknown$$s2002$$t2006,,"$$aTyssens, Jeffrey$$0ZZZ",$$afaculteit Psychologie en Pedagogische Wetenschappen$$gPP$$s2002$$t2006$$idocent$$0mem10:000006170,,$$avakgroep Onderwijskunde$$gPP06$$0mem10:000006183,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/293/000005293-01.jpg,,,,,,,,,,,,,,
"Tzotzos, George",George Tzotzos,Q52610293,,,,,,,1951,,faculteit Wetenschappen$$gWE$$s2007$$tunknown$$,,$$aToegepaste Biologische Wetenschappen,,,2641328,000005294 ,$$a(viaf)2641328,$$a,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19510117$$gunknown$$sunknown$$tunknown,,"$$aTzotzos, George$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2007$$tunknown$$igastdocent$$0mem10:000006034,,$$avakgroep Plantenbiotechnologie en Bio-Informatica$$gWE09$$0mem10:000006053,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/294/000005294-01.jpg,,,,,,,,,,,,,,
"Uhl, Christian",Christian Uhl,Q55233081,,,,,,,1965,,faculteit Letteren en Wijsbegeerte$$gLW$$s2007$,,$$aAndere Taal- en Letterkunde,,,59400925,000005295 ,$$a(viaf)59400925,$$a,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19650506$$gunknown$$s2007$$tunknown,,"$$aUhl, Christian$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2007$$tunknown$$idocent$$0mem10:000005974,,$$avakgroep Talen en Culturen van Zuid en Oost-Azië$$gLW15$$0mem10:000005998,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/295/000005295-01.jpg,,,,,,,,,,,,,,
"Uyttendaele, Dirk",Dirk Uyttendaele,Q55232527,,,,,,,1947,2018,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,16751003,000005296 ,$$a(viaf)16751003,$$a,$$aEerste vermelding Studiegids 1996-97,$$aman,,,$$apersoon,$$f19470123$$g20180706$$s1996$$t20121001,,"$$aUyttendaele, Dirk$$d1947-$$0(viaf)16751003$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2004$$t20121001$$ihoofddocent$$0mem10:000006060,,$$avakgroep Fysiotherapie en Orthopedie$$gGE03$$0mem10:000006072,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/296/000005296-01.jpg,,,,,"$$aProf. dr. Dirk Uyttendaele werd geboren in Gent op 23 januari 1947. Prof. Uyttendaele behaalde zijn doctoraat in de Genees-, Heel- en Verloskunde in 1972. Hij behaalde tevens in 1992 een doctoraat in de Bio-Medische Wetenschappen met het proefschrift ""The surgical treatment of idiopathic scoliosis by Cotrel-Dubousset instrumentation and posterior spinal fusion: an evaluation”. Hij begon zijn loopbaan op 1 augustus 1972 als voltijds wetenschappelijk medewerker bij de Kliniek voor Fysicotherapie en Orthopedie. Van 1 oktober 1973 tot 30 september 1977 was Prof. dr. Dirk Uyttendaele aangesteld als assistent bij diezelfde Kliniek. Vervolgens heeft hij van 1 oktober 1975 en van 1 juli 1981 respectievelijk als wetenschappelijk medewerker en als eerstaanwezend wetenschappelijk medewerker gewerkt. Sedert 1 oktober 1992 werd prof. dr. Dirk Uyttendaele aangesteld als 10% onbezoldigd gastprofessor en vanaf 1 oktober 1995 werd hij respectievelijk benoemd tot docent en vanaf 1 oktober 2003 tot hoofddocent aan de vakgroep Fysiotherapie en Orthopedie. Hij ontwikkelde een specifieke interesse en bekwaamheid op vlak van de kinderorthopedie, alsook de tumor- en wervelkolomchirurgie. Zo was hij onder andere stichtend lid van de Belgian Association for Paediatric Orthopaedics en actief lid van onder meer de British Scoliosis Society, International Society on Limb Salvage. Hij was tevens lid en Past-president van de I.R.S.S.D. (International Research Society for Spinal Deformities). Zijn sociale bewogenheid maakte dat hij in de nazomer van zijn professionele loopbaan ook deelnam aan missies in Rwanda en Tanzania voor “Artsen zonder Vakantie”. Met ingang van 1 oktober 2012 werd ontslag verleend aan prof. Dr. Dirk Uyttendaele ter ere van zijn pensionering als ere hoofddocent. Prof. Dr. Dirk Uyttendaele is op 6 juli 2018 is overleden.",,,,,,,,,
"Uyttendaele, Mieke",Mieke Uyttendaele,Q55233097,,,,,,,1969,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,194184163,000005297 ,$$a(viaf)194184163,$$a,$$aEerste vermelding Studiegids 2004-05,$$avrouw,,,$$apersoon,$$f19690911$$gunknown$$s2004$$tunknown,,"$$aUyttendaele, Mieke$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2009$$tunknown$$ihoofddocent$$0mem10:000006188,,$$avakgroep Voedselveiligheid en Voedselkwaliteit$$gBW07$$0mem10:000006199,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/297/000005297-01.jpg,,,,,,,,,,,,,,
"Uyttenhove, Jozef",Jozef Uyttenhove,Q55233397,,,,,,,1944,,Universiteit Gent$$s2006$$iemeritus,"Uyttenhove, Jozef Antoon",$$aGeschiedenis en/of Archeologie,,,284392685,000005298 ,$$a(viaf)284392685,$$a,$$aEerste vermelding Studiegids 1991-92,$$aman,,,$$apersoon,$$f19440222$$gunknown$$s1990$$t2006,,,$$aUniversiteit Gent$$s2006$$iemeritus,$$aLaboratorium voor natuurkunde - faculteit diergeneeskunde$$s1991$$t1992$$idirecteur-diensthoofd$$0mem10:000008611,$$avakgroep Fysica en Sterrenkunde$$gWE05$$0mem10:000006049,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/298/000005298-01.jpg,,,,,,,,,,,,,,
"Uyttenhove, Pieter",Pieter Uyttenhove,Q55232484,,,Pieter Uyttenhove Boekentoren Gent 25-11-2019 15-06-55.jpg,Pieter Uyttenhove,,,1957,,faculteit Ingenieurswetenschappen en Architectu,,$$aWetenschap en Technologie van Constructies en de Gebouwde Omgeving,,,315719537,000005299 ,$$a(viaf)315719537,$$a,$$aEerste vermelding Studiegids 2000-01,$$aman,,,$$apersoon,$$f19570307$$gunknown$$s2000$$tunknown,,"$$aUyttenhove, Pieter$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2010$$tunknown$$ihoogleraar$$0mem10:000006102,$$avakgroep Architectuur en Stedenbouw$$gEA01$$s2010$$t2014$$ivoorzitter$$0mem10:000006108,$$avakgroep Architectuur en Stedenbouw$$gEA01$$0mem10:000006108,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/299/000005299-01.jpg,,,,,,,,,,,,,,
"Valcke, Martin",Martin Valcke,Q49067424,,,,,,,1957,,faculteit Psychologie en Pedagogische Wetenscha,,$$aPsychologische en Pedagogische Wetenschappen,,,307202700,000005302 ,$$a(viaf)307202700,$$a,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19571206$$gunknown$$s1999$$tunknown,,"$$aValcke, Martin$$0ZZZ",$$afaculteit Psychologie en Pedagogische Wetenschappen$$gPP$$s2008$$tunknown$$ihoogleraar$$0mem10:000006170,$$avakgroep Onderwijskunde$$gPP06$$s2000$$tunknown$$ivoorzitter$$0mem10:000006183,$$avakgroep Onderwijskunde$$gPP06$$0mem10:000006183,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/302/000005302-01.jpg,,,,,,,,,,,,,,
"Vamvakas, Constantine",Constantine Vamvakas,,,,,,,,1943,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,,000005304 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2004-05,$$aman,,,$$apersoon,$$f19430623$$gunknown$$sunknown$$tunknown,,"$$aVamvakas, Constantine$$d1943-$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2004$$tunknown$$igastdocent$$0mem10:000006188,,$$avakgroep Dierlijke Productie$$gBW13$$0mem10:000006205,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/304/000005304-01.jpg,,,,,,,,,,,,,,
"Van Acker, Cathy",Cathy Van Acker,Q55233697,,,,,,,1950,,faculteit Recht en Criminologie$$gRE$$s2000$$tu,,$$aRecht,,,13845970,000005306 ,$$a(viaf)13845970,$$a,$$aEerste vermelding Studiegids 1992-93,$$avrouw,,,$$apersoon,$$f19501124$$gunknown$$s1992$$t20121201,,"$$aVan Acker, Cathy$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2000$$tunknown$$ihoofddocent$$0mem10:000006010,$$avakgroep Economisch Recht$$gRE05$$s1999$$t2012$$ivoorzitter$$0mem10:000006022,$$avakgroep Economisch Recht$$gRE05$$0mem10:000006022,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/306/000005306-01.jpg,,,,,,,,,,,,,,
"Van Acker, Joris",Joris Van Acker,Q55233575,,,,,,,1960,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,200067571,000005307 ,$$a(viaf)200067571,$$a,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$f19600815$$gunknown$$s2006$$tunknown,,"$$aVan Acker, Joris$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2010$$tunknown$$ihoofddocent$$0mem10:000006188,,$$avakgroep Bos- en Waterbeheer$$gBW04$$0mem10:000006196,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/307/000005307-01.jpg,,,,,,,,,,,,,,
"Van Aken, Jozef",Jozef Van Aken,,,,,,,,1941,,Universiteit Gent$$s2006$$iemeritus,,$$aAndere Medische Disciplines,,,,000005312 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19410218$$gunknown$$s1992$$t2006,,"$$aVan Aken, Jozef$$d1941-$$0ZZZ",$$aUniversiteit Gent$$s2006$$iemeritus,,$$avakgroep Anesthesiologie en Peri-Operatieve Geneeskunde$$gGE23$$0mem10:000006097,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/312/000005312-01.jpg,,,,,,,,,,,,,,
"Van Avermaet, Piet",Piet Van Avermaet,Q55233019,,,,,,,1958,,faculteit Letteren en Wijsbegeerte$$gLW$$s2011$,,$$aCultuurwetenschappen,,,80916138,000005315 ,$$a(viaf)80916138,$$a,$$aEerste vermelding Studiegids 2011-12,$$aman,,,$$apersoon,$$f19580319$$gunknown$$s2011$$tunknown,,"$$aVan Avermaet, Piet$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2011$$tunknown$$idocent$$0mem10:000005974,,$$avakgroep Vergelijkende Cultuurwetenschappen$$gLW18$$0mem10:000006004,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/315/000005315-01.jpg,,,,,,,,,,,,,,
"Van Belle, Simon",Simon Van Belle,Q63413398,,,Simon Van Belle.jpg,,,,1953,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000005319 ,$$a(biblio)801000944391,$$a(biblio)801000944391,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19531028$$gunknown$$s1994$$tunknown,,"$$aVan Belle, Simon$$d1953-$$0NIV2016$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2008$$tunknown$$igewoon hoogleraar$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/319/000005319-01.jpg,,,,,,,,,,,,,,
"Van Bendegem, Jean-Paul",Jean Paul Van Bendegem,Q2229166,,,,,,,1953,,faculteit Letteren en Wijsbegeerte$$gLW$$s2002$,"Van Bendegem, Jean",$$aWijsbegeerte en Moraalwetenschap,,,64041478,000005321 ,$$a(viaf)64041478,$$a,$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$f19530328$$gunknown$$sunknown$$tunknown,,,$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2002$$tunknown$$igastdocent$$0mem10:000005974,,$$avakgroep Wijsbegeerte en Moraalwetenschap$$gLW01$$0mem10:000005980,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/321/000005321-01.jpg,,,,,,,,,,,,,,
"Van Biervliet, Stephanie",Stephanie Van Biervliet,Q42783088,,,,,,,1968,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000005322 ,$$a(biblio)802001082594,$$a(biblio)802001082594,$$aEerste vermelding Studiegids 2011-12,$$avrouw,,,$$apersoon,$$f19680706$$gunknown$$s2011$$tunknown,,"$$aVan Biervliet, Stephanie$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2011$$tunknown$$idocent$$0mem10:000006060,,$$avakgroep Pediatrie en Genetica$$gGE02$$0mem10:000006071,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/322/000005322-01.jpg,,,,,,,,,,,,,,
"Van Biesen, Wim",Wim Van Biesen,Q62576244,,,,,,,1966,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,2.0146284377015333E19,000005323 ,$$a(viaf)20146284377015331533,$$a,$$aEerste vermelding Studiegids 2004-05,$$aman,,,$$apersoon,$$f19660319$$gunknown$$s2004$$tunknown,,"$$aVan Biesen, Wim$$d1966-$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2004$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/323/000005323-01.jpg,,,,,,,,,,,,,,
"Van Bockstaele, Erik",Erik Van Bockstaele,Q55232666,,,,,,,1948,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aBiologie,,,161467407,000005328 ,$$a(viaf)161467407,$$a,$$aEerste vermelding Studiegids 1997-98,$$aman,,,$$apersoon,$$f19480623$$gunknown$$s1997$$t20131001,,"$$aVan Bockstaele, Erik$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2011$$tunknown$$ibuitengewoon hoogleraar$$0mem10:000006188,,$$avakgroep Plantaardige Productie$$gBW02$$0mem10:000006194,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/328/000005328-01.jpg,,,,,,,,,,,,,,
"Van Bocxlaer, Jan",Jan Van Bocxlaer,Q55233532,,,,,,,1963,,Laboratoria faculteit Farmaceutische Wetenschap,,$$aToegepaste Biologische Wetenschappen,,,69105903,000005329 ,$$a(viaf)69105903,$$a,$$aEerste vermelding Studiegids 1998-99,$$aman,,,$$apersoon,$$f19630907$$gunknown$$s1998$$tunknown,,"$$aVan Bocxlaer, Jan$$0ZZZ",$$aLaboratoria faculteit Farmaceutische Wetenschappen$$gFW61$$s2014$$tunknown$$idiensthoofd$$0mem10:000006213,$$aLaboratoria faculteit Farmaceutische Wetenschappen$$s2014$$tunknown$$idiensthoofd$$0mem10:000006213,$$avakgroep Bioanalyse$$gFW03$$0mem10:000006216,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/329/000005329-01.jpg,,,,,,,,,,,,,,
"Van Borsel, John",John Van Borsel,Q55232172,,,,,,,1958,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aHeelkunde,,,160594754,000005331 ,$$a(viaf)160594754,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19580927$$gunknown$$s1994$$tunknown,,"$$aVan Borsel, John$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2010$$tunknown$$ihoogleraar$$0mem10:000006060,,"$$avakgroep Spraak-, Taal- en Gehoorwetenschappen$$gGE27$$0mem10:000006093",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/331/000005331-01.jpg,,,,,,,,,,,,,,
"Van Bortel, Lucas",Lucas Van Bortel,Q55232096,,,,,,,1949,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aFarmacie en Farmacologie,,,280636723,000005332 ,$$a(viaf)280636723,$$a,$$aEerste vermelding Studiegids 2000-01,$$aman,,,$$apersoon,$$f19491118$$gunknown$$s2000$$t20151001,,"$$aVan Bortel, Lucas$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2008$$tunknown$$igewoon hoogleraar$$0mem10:000006060,,$$avakgroep Farmacologie$$gGE09$$0mem10:000006081,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/332/000005332-01.jpg,,,,,,,,,,,,,,
"van Braak, Johan",Johan van Braak,Q55233590,,,,,,,1967,,faculteit Psychologie en Pedagogische Wetenscha,,$$aPsychologische en Pedagogische Wetenschappen,,,280985533,000005333 ,$$a(viaf)280985533,$$a,$$aEerste vermelding Studiegids 2003-04,$$aman,,,$$apersoon,$$f19671207$$gunknown$$s2003$$tunknown,,"$$avan Braak, Johan$$0ZZZ",$$afaculteit Psychologie en Pedagogische Wetenschappen$$gPP$$s2010$$tunknown$$ihoofddocent$$0mem10:000006170,,$$avakgroep Onderwijskunde$$gPP06$$0mem10:000006183,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/333/000005333-01.jpg,,,,,,,,,,,,,,
"Van Bree, Henri",Henri Van Bree,Q55232620,,,,,,,1950,,Instituut voor Permanente Vorming van de facult,,$$aDiergeneeskunde,,,280703532,000005334 ,$$a(viaf)280703532,$$a,$$ahttp://viaf.org/viaf/280703532,$$aman,,,$$apersoon,$$f1950$$gunknown$$s1992$$t20151001,,"$$aVan Bree, Henri$$0ZZZ",$$aInstituut voor Permanente Vorming van de faculteit Diergeneeskunde$$gDI56$$s2003$$t2008$$idirecteur$$0mem10:000006154,$$aInstituut voor Permanente Vorming van de faculteit Diergeneeskunde$$s2003$$t2008$$idirecteur$$0mem10:000006154,$$avakgroep Medische Beeldvorming van de Huisdieren en Orthopedie van de Kleine Huisdieren$$gDI11$$0mem10:000006168,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/334/000005334-01.jpg,,,,,,,,,,,,,,
"Van Breusegem, Frank",Frank Van Breusegem,Q40335735,,,,,,,1967,,faculteit Wetenschappen$$gWE$$s2011$$tunknown$$,,$$aBiologie,,,,000005335 ,$$a(biblio)801000761509,$$a(biblio)801000761509,$$aEerste vermelding Studiegids 2008-09,$$aman,,,$$apersoon,$$f19671010$$gunknown$$s2008$$tunknown,,"$$aVan Breusegem, Frank$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2011$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Plantenbiotechnologie en Bio-Informatica$$gWE09$$0mem10:000006053,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/335/000005335-01.jpg,,,,,,,,,,,,,,
"Van Calenbergh, Serge",Serge Van Calenbergh,Q42705810,,,,,,,1968,,faculteit Farmaceutische Wetenschappen$$gFW$$s2,,$$aFarmacie en Farmacologie,,,,000005339 ,$$a(biblio)801000827082,$$a(biblio)801000827082,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19680417$$gunknown$$s1999$$tunknown,,,$$afaculteit Farmaceutische Wetenschappen$$gFW$$s2011$$tunknown$$ihoogleraar$$0mem10:000006209,,$$avakgroep Geneesmiddelenleer$$gFW01$$0mem10:000006214,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/339/000005339-01.jpg,,,,,,,,,,,,,,
"Van Calster, André",André Van Calster,Q55233355,,,,,,,1946,,Universiteit Gent$$s2011$$iemeritus,,"$$aEnergie, Elektrotechniek, Elektronica en Werktuigkunde",,,305598079,000005340 ,$$a(viaf)305598079,$$a,$$aEerste vermelding Studiegids 1989-90,$$aman,,,$$apersoon,$$f19460929$$gunknown$$s1988$$t2011,,"$$aVan Calster, André$$0ZZZ",$$aUniversiteit Gent$$s2011$$iemeritus,,$$avakgroep Elektronica en Informatiesystemen$$gEA06$$0mem10:000006113,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/340/000005340-01.jpg,,,,,,,,,,,,,,
